Account,Post Type,Media ID,Caption,Date,Location,Post URL,Type Name,Media Count,Caption Hashtags,Caption Mentions,Likes,Comments,Title,URL,regex_street_address,ny_regex_street_address,regex_latitude,regex_longitude,regex_coordinates,caption cleaned,caption parts,burrough,lat_long_pairs,regex_distance,parsed_distance,regex_nearby,parsed_nearby
stoopingnyc,post,3231952168377773885,Lookin real nice! 81st between first in second #stooping,2023-11-09 02:59:03,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzaM1-fNe89,GraphImage,1,stooping,[],130,1,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/400527449_24116853337959235_6156183701042184951_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTEyeDExMjcuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=22F0qjJCsHMAX9YQAuJ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTk1MjE2ODM3Nzc3Mzg4NQ%3D%3D.2-ccb7-5&oh=00_AfDt6hSrqu7TsOOLVfKhfzVniUSmHTQDoyZtph6IBAjDNA&oe=6557EFDD&_nc_sid=fc8dfb,,,,,"nan, nan",Lookin real nice! 81st between first in second #stooping,"['Lookin real nice', '81st between first in second', 'stooping']",New York City,[],,[],False,False
stoopingnyc,post,3231765663885924387,Stooper staple! Just spotted on 35th between lex & 3rd Ave #stoopingnyc,2023-11-08 20:48:30,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzZib-pOZgj,GraphImage,1,stoopingnyc,[],204,2,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399895860_323609747109996_999376581403140218_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MDB4NzAwLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=wbRN7b4WmJsAX-qY8DM&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTc2NTY2Mzg4NTkyNDM4Nw%3D%3D.2-ccb7-5&oh=00_AfCIzDwceuxMcwAci5wX_toqTIAWQrLmKGR9mizPf-eiHw&oe=655764EC&_nc_sid=fc8dfb,,,,,"nan, nan",Stooper staple! Just spotted on 35th between lex & 3rd Ave #stoopingnyc,"['Stooper staple', 'Just spotted', '35th between lex & 3rd Ave', 'stoopingnyc']",New York City,"[(42.0295181, -91.57443320000002)]",,[916.1954820999374],False,False
stoopingnyc,post,3231764776463586887,Pretty in pink 💓 Two chairs in great condition and one ottoman in mediocre condition on CPW between 98th and 100th #stoopingnyc,2023-11-08 20:46:44,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzZiPEKu1ZH,GraphImage,1,stoopingnyc,[],1847,17,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/400194530_335011392451807_5027640455948630059_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42Njh4NjMxLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=rMp87iKYz7EAX8SBeZn&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTc2NDc3NjQ2MzU4Njg4Nw%3D%3D.2-ccb7-5&oh=00_AfCAkbyyxEOl7fQ8bqi5_qfU7ojxxL1bsZDvXmBREcPQkg&oe=65581D38&_nc_sid=fc8dfb,,,,,"nan, nan",Pretty in pink   Two chairs in great condition and one ottoman in mediocre condition on CPW between 98th and 100th #stoopingnyc,"['Pretty in pink', 'Two chairs in great condition and one ottoman in mediocre condition', 'CPW between 98th and 100th', 'stoopingnyc']",New York City,[],,[],False,False
stoopingnyc,post,3231662215974674475,"Eat your heart out @leomessi ! On 9th st, between Ave C And D #stoopingnyc",2023-11-08 17:22:58,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzZK6nROOAr,GraphImage,1,stoopingnyc,['leomessi'],205,0,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399522647_1352124402362832_2417526568720325893_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42MzR4NjM0LnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=fNsbIiE4r_cAX92PAoG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTY2MjIxNTk3NDY3NDQ3NQ%3D%3D.2-ccb7-5&oh=00_AfDQVmXLjNTheV2Ht_CyAf_WF5tZqy1yZ-WapS2Fg1taBQ&oe=6556D428&_nc_sid=fc8dfb,,,,,"nan, nan","Eat your heart out @leomessi ! On 9th st, between Ave C And D #stoopingnyc","['Eat your heart out @leomessi', 'On 9th st', 'between Ave C And D', 'stoopingnyc']",New York City,[],,[],False,False
stoopingnyc,post,3231659715968196223,Choose love…and this sofa. Columbia and Kane street #stoopingbrooklyn,2023-11-08 17:18:00,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzZKWO9OV5_,GraphImage,1,stoopingbrooklyn,[],314,4,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/400154506_351287580591780_6444630941718037930_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDUzeDEzMTcuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=P1QfiDCerBcAX8Uhjgx&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTY1OTcxNTk2ODE5NjIyMw%3D%3D.2-ccb7-5&oh=00_AfB_6KPG7PyvhcBbkmD8nO5tI-96tj6fCZN-gjQni6tB9w&oe=6556DD69&_nc_sid=fc8dfb,,,,,"nan, nan",Choose love and this sofa. Columbia and Kane street #stoopingbrooklyn,"['Choose love and this sofa', 'Columbia and Kane street', 'stoopingbrooklyn']",Brooklyn,"[(47.43871937211972, -120.8228860820784)]",,[2339.0832668455196],False,False
stoopingnyc,post,3231628300580873813,"More free dog/cat stuff via @ps9pets 
North 9th between Bedford and Driggs in Williamsburg #stoopingbrooklyn",2023-11-08 16:15:35,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzZDNFGOOZV,GraphImage,1,stoopingbrooklyn,['ps9pets'],1089,11,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399679935_7346613488705905_6748769542371059826_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=Q8yv2oRdLkYAX-ULetr&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTYyODMwMDU4MDg3MzgxMw%3D%3D.2-ccb7-5&oh=00_AfBs1aAv36KU82qLKuhWaMp1wHjWndWyeiqNNePJQVUP6Q&oe=6556A577&_nc_sid=fc8dfb,,,,,"nan, nan",More free dog cat stuff via @ps9pets  North 9th between Bedford and Driggs in Williamsburg #stoopingbrooklyn,"['More free dog cat stuff via @ps9pets', 'North 9th between Bedford and Driggs in Williamsburg', 'stoopingbrooklyn']",Brooklyn,"[(40.7187075, -73.95598629999999), (39.8701541, -86.0924105)]",,"[2.4693441307675554, 640.954393536007]",False,False
stoopingnyc,post,3231620624761240166,Full box of new wine glasses. 183 terrace. #stoopingbrooklyn,2023-11-08 16:00:20,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzZBdYbuDpm,GraphImage,1,stoopingbrooklyn,[],267,9,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399659382_307485088755112_3627075352432633991_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE1MDguc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=p8Y1dy80JXkAX-3SPWA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTYyMDYyNDc2MTI0MDE2Ng%3D%3D.2-ccb7-5&oh=00_AfB_iDaI_UTHqzvdO-IlqeBG1qPawADMLzlkEZcPfkzTAg&oe=65575C88&_nc_sid=fc8dfb,183 terrace,"183 terrace, New York, New York",40.7277809,-73.7857146,"40.7277809, -73.7857146",Full box of new wine glasses. 183 terrace. #stoopingbrooklyn,"['Full box', 'new wine glasses', '183 terrace', 'stoopingbrooklyn']",Brooklyn,"[(34.9931329, 135.6888199)]",11.345505318482028,[6890.145083894454],False,False
stoopingnyc,post,3231575839157767179,Anyone in need of a casual snake lamp?! You’ve come to the right place…17th and 7th #stooping,2023-11-08 14:31:21,,https://www.instagram.com/p/CzY3Rqlu8wL,GraphImage,1,stooping,[],1782,42,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/400058402_714940543822148_4554120408925732924_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDUzeDEzMTcuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=5o4_c51OMY0AX_OHAX1&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTU3NTgzOTE1Nzc2NzE3OQ%3D%3D.2-ccb7-5&oh=00_AfAZ2vmdH4NVoIC5s-DIxNDzyphO9rYtBcoK-b538QwJxQ&oe=65569117&_nc_sid=fc8dfb,,,,,"nan, nan",Anyone in need of a casual snake lamp?! You ve come to the right place 17th and 7th #stooping,"['Anyone in need', 'a casual snake lamp', 'You ve come to the right place 17th and 7th', 'stooping']",New York City,"[(-15.3636353, -70.36675919999999)]",,[3865.4324347653487],False,False
stoopingnyc,post,3231268202972674550,"What IS THIS?! 25-49 12th St, near the corner of 12th Street and 26th Ave in Astoria #stoopingqueens",2023-11-08 04:20:08,"PostLocation(id=213104390, name='Queens, New York', slug='queens-new-york', has_public_page=True, lat=40.703545, lng=-73.921122)",https://www.instagram.com/p/CzXxU-EM3n2,GraphImage,1,stoopingqueens,[],558,26,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399447281_1065629378007577_6089598029961919299_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDUzeDEzMTcuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=xa_AOoNvhAIAX_JM-TC&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTI2ODIwMjk3MjY3NDU1MA%3D%3D.2-ccb7-5&oh=00_AfBW-zFvud8Sts4spTgr4xYW15SRRUrS3V_aqrsfp1ONGg&oe=655695EA&_nc_sid=fc8dfb,49 12th St,"49 12th St, New York, New York",40.7674343,-73.9342228,"40.7674343, -73.9342228","What IS THIS?! 25 49 12th St, near the corner of 12th Street and 26th Ave in Astoria #stoopingqueens","['What IS THIS', '25 49 12th St', 'near the corner', '12th Street and 26th Ave in Astoria', 'stoopingqueens']",Queens,"[(40.7751779, -73.9290619)]",4.527277549516883,[5.07741441782649],False,False
stoopingnyc,post,3231082263327971666,For a specific aesthetic…506 West 170th Street #stoopingnyc,2023-11-07 22:10:42,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzXHDMRuplS,GraphImage,1,stoopingnyc,[],187,2,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/400249247_643213557895648_7085453173933960808_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi41NTF4NTUxLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=jrgsaXlWLWsAX94_wG_&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMTA4MjI2MzMyNzk3MTY2Ng%3D%3D.2-ccb7-5&oh=00_AfA_FrnqsBLbFyesr9X1lqmIko2b7PZoL5OsBNbJrELKBw&oe=655770A5&_nc_sid=fc8dfb,506 West 170th Street,"506 West 170th Street, New York, New York",40.8411966,-73.9368654,"40.8411966, -73.9368654",For a specific aesthetic 506 West 170th Street #stoopingnyc,"['For a specific aesthetic 506 West 170th Street', 'stoopingnyc']",New York City,"[(40.8411966, -73.9368654)]",8.605011230885417,[8.605011230885417],False,False
stoopingnyc,post,3230995682315211262,Stoopers…this is a 911 situation involving an English phone booth 🚨 ! Reach out to @farmersmarketdish directly if you can help take this beautiful thing away!,2023-11-07 19:18:41,,https://www.instagram.com/p/CzWzXRbOBH-,GraphImage,1,,['farmersmarketdish'],8494,294,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399830041_1066307831041645_398038405399037302_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43OTR4ODgyLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=2xEaPPUv3E4AX9mZrs_&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk5NTY4MjMxNTIxMTI2Mg%3D%3D.2-ccb7-5&oh=00_AfBqiqb5tlB1HxIx1YXtiz5zQzjWbg4ISwIzVV9b7ukA6g&oe=6556686C&_nc_sid=fc8dfb,911 situation involving an English phone booth,"911 situation involving an English phone booth, New York, New York",40.7705719,-73.9493456,"40.7705719, -73.9493456",Stoopers this is a 911 situation involving an English phone booth   ! Reach out to @farmersmarketdish directly if you can help take this beautiful thing away!,"['Stoopers this is a 911 situation involving an English phone booth', 'Reach out to @farmersmarketdish directly if you can help take this beautiful thing away!']",,[],4.093637104377787,[],False,False
stoopingnyc,post,3230987012571424569,TAG someone who could use this! #stoopingbrooklyn,2023-11-07 19:01:28,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzWxZHGOGc5,GraphImage,1,stoopingbrooklyn,[],557,20,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399291852_228286100110279_749966034466710547_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44OTl4MTEyNC5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=gaGBKSiHy7UAX8ZtRQj&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk4NzAxMjU3MTQyNDU2OQ%3D%3D.2-ccb7-5&oh=00_AfCpVw0hjfFxfNGYJ7NwYKC_UAeuT88OkKklR_Mpc277lQ&oe=6556E021&_nc_sid=fc8dfb,,,,,"nan, nan",TAG someone who could use this! #stoopingbrooklyn,"['TAG someone who could use this', 'stoopingbrooklyn']",Brooklyn,[],,[],False,False
stoopingnyc,post,3230947825399103099,Corner office with a view. W. 11 between 7th Ave South and Waverly Pl #stoopingnyc,2023-11-07 17:43:36,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzWoe3Mu_57,GraphImage,1,stoopingnyc,[],150,1,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/400027466_1085636992789176_7158739965879193643_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi40NDZ4NDMyLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Rxz9EgcHCF4AX-8SofG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk0NzgyNTM5OTEwMzA5OQ%3D%3D.2-ccb7-5&oh=00_AfCvESZuMrfF8TS6J1B_0WmjsFOBlJRFwpw5IgdluD1L6w&oe=6557E73C&_nc_sid=fc8dfb,11 between 7th Ave South and Waverly Pl,"11 between 7th Ave South and Waverly Pl, New York, New York",40.7355599,-74.0016979,"40.7355599, -74.0016979",Corner office with a view. W. 11 between 7th Ave South and Waverly Pl #stoopingnyc,"['Corner office with a view', 'W', '11 between 7th Ave South and Waverly Pl', 'stoopingnyc']",New York City,"[(26.2096194, 50.5753419), (40.7324992, -73.9987003)]",0.6122278336842678,"[6618.371500846798, 0.43351543748378873]",True,True
stoopingnyc,post,3230947315379924583,The Container Store….but make it stooping! In front of 110 east 55th between Park and Lexington Aves #stoopingnyc,2023-11-07 17:42:35,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzWoXcNOO5n,GraphImage,1,stoopingnyc,[],250,1,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399660669_2112537419101463_6608813646831507074_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi41MTB4NTEwLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=f7_lVrt0TbEAX-2p1IW&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk0NzMxNTM3OTkyNDU4Mw%3D%3D.2-ccb7-5&oh=00_AfCJ3Jzec6Mq8twNhyNvYFhSkvk-cvimpbCS0xnUiHjvtQ&oe=655648FA&_nc_sid=fc8dfb,110 east 55th between Park and Lexington Aves,"110 east 55th between Park and Lexington Aves, New York, New York",40.7733428,-73.9600777,"40.7733428, -73.9600777",The Container Store .but make it stooping! In front of 110 east 55th between Park and Lexington Aves #stoopingnyc,"['The Container Store', 'but make it stooping', 'In front', '110 east 55th between Park and Lexington Aves', 'stoopingnyc']",New York City,"[(41.5327263, -81.6506828)]",3.894418773715009,[402.8100039040365],False,False
stoopingnyc,post,3230946755281157436,"Well this is a first…but also, look at how RELAXED that woman is?! Vanderbilt Ave btw Greene & Lafayette #stoopingbrooklyn",2023-11-07 17:41:29,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzWoPSku_08,GraphImage,1,stoopingbrooklyn,[],385,11,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/399908125_545051297815922_3468173814290790055_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDUzeDEzMTcuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=79b7Fsp8EvUAX9zQwDL&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk0Njc1NTI4MTE1NzQzNg%3D%3D.2-ccb7-5&oh=00_AfCpdrwDAoaCs8-QWaRAStD6pGqShYOCpJ8Om6deJrn4Qw&oe=6556400A&_nc_sid=fc8dfb,,,,,"nan, nan","Well this is a first but also, look at how RELAXED that woman is?! Vanderbilt Ave btw Greene & Lafayette #stoopingbrooklyn","['Well this is a first but also', 'look', 'how RELAXED that woman is', 'Vanderbilt Ave btw Greene & Lafayette', 'stoopingbrooklyn']",Brooklyn,"[(30.2240897, -92.0198427)]",,[1243.5958131146072],False,False
stoopingnyc,post,3230946060804844640,Not to be dramatic…but I might DIE seeing how amazing this palm tree lamp is 💀. 514 west 25th street in front of Pace gallery #stoopingnyc,2023-11-07 17:40:06,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzWoFLyuGxg,GraphImage,1,stoopingnyc,[],551,8,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399580723_3902870733296236_6140017318653770047_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45Mzd4MTE3MS5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=AnqXfX5y_X0AX_8jBZ9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDk0NjA2MDgwNDg0NDY0MA%3D%3D.2-ccb7-5&oh=00_AfC1h6NzVBPmhIScjKg3kIhIM612QL7uhTxDtGojsVhcgg&oe=6557059F&_nc_sid=fc8dfb,514 west 25th street in front of Pace gallery,"514 west 25th street in front of Pace gallery, New York, New York",40.7491929,-74.0041762,"40.7491929, -74.0041762",Not to be dramatic but I might DIE seeing how amazing this palm tree lamp is  . 514 west 25th street in front of Pace gallery #stoopingnyc,"['Not to be dramatic but I might DIE seeing how amazing this palm tree lamp is', '514 west 25th street in front', 'Pace gallery', 'stoopingnyc']",New York City,"[(40.7491929, -74.0041762), (40.761862, -73.972082)]",1.5577331228136893,"[1.5577331228136893, 2.8861073843580503]",False,False
stoopingnyc,post,3230875307258552065,"Been there, done that. president and franklin #stoopingbrooklyn",2023-11-07 15:19:31,"PostLocation(id=212950988, name='Brooklyn, New York', slug='brooklyn-new-york', has_public_page=True, lat=40.649973, lng=-73.949961)",https://www.instagram.com/p/CzWX_lauh8B,GraphImage,1,stoopingbrooklyn,[],602,11,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399273414_329163033061925_331172130974648065_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MzB4NzQxLnNkciJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=HxkwkMlst7EAX9d8PZw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDg3NTMwNzI1ODU1MjA2NQ%3D%3D.2-ccb7-5&oh=00_AfDHy0BLD4DMm9xeSUdwM2ggsDJPQEcJYvPnLd7YzX4LIw&oe=6557A82A&_nc_sid=fc8dfb,,,,,"nan, nan","Been there, done that. president and franklin #stoopingbrooklyn","['Been there', 'done that', 'president and franklin', 'stoopingbrooklyn']",Brooklyn,[],,[],False,False
stoopingnyc,post,3230858164357948338,No need to worry about alternate side parking with this little guy! on 3rd st btw 8th and 9th Ave #stoopingbrooklyn,2023-11-07 14:45:28,,https://www.instagram.com/p/CzWUGH2OeOy,GraphImage,1,stoopingbrooklyn,[],381,6,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399612277_3468334413390489_3374078966119516465_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44OTl4MTEyNC5zZHIifQ&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=fTlAUt6x9CgAX84x0sO&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDg1ODE2NDM1Nzk0ODMzOA%3D%3D.2-ccb7-5&oh=00_AfBHnCi2V-5rKRnLmLVRiPfiUGBe-bGnIzE8Q_T6veltcA&oe=6556CDEE&_nc_sid=fc8dfb,,,,,"nan, nan",No need to worry about alternate side parking with this little guy! on 3rd st btw 8th and 9th Ave #stoopingbrooklyn,"['No need to worry about alternate side parking with this little guy', 'on 3rd st btw 8th and 9th Ave', 'stoopingbrooklyn']",Brooklyn,"[(40.7692123, -73.9847724)]",,[3.0679295607409864],False,False
stoopingnyc,post,3230487880463070658,‘Ello there. Off of 12th St. and Broadway in Manhattan. #stooping,2023-11-07 02:29:46,"PostLocation(id=212988663, name='New York, New York', slug='new-york-new-york', has_public_page=True, lat=40.7142, lng=-74.0064)",https://www.instagram.com/p/CzU_5yGNLXC,GraphImage,1,stooping,[],6690,145,,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/399866568_716267510362828_3779453033036710685_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=BK7GeQA_IWsAX-gYA8T&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDQ4Nzg4MDQ2MzA3MDY1OA%3D%3D.2-ccb7-5&oh=00_AfDFu3B5cbZjmUc6aI85lOiX5R1fiqpznHJQsWEMbq2xfg&oe=6556A24E&_nc_sid=fc8dfb,,,,,"nan, nan", Ello there. Off of 12th st and Broadway in Manhattan. #stooping,"[' Ello there', 'Off', '12th st and Broadway in Manhattan', 'stooping']",New York City,"[(32.71829460000001, -117.1571291), (40.7332244, -73.9911138)]",,"[2432.7959808007668, 0.721373804975605]",False,True
stoopingnyc,post,3230315885142559137,Stooper staple ✅ Bushwick and Ainslie Williamsburg #stoopingbrooklyn,2023-11-06 20:48:03,,https://www.instagram.com/p/CzUYy6-OUmh,GraphImage,1,stoopingbrooklyn,[],227,1,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/398938860_173184142531532_5462539777417597498_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDUzeDEzMTcuc2RyIn0&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=E5Ul0RfliuIAX-c4NHc&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzIzMDMxNTg4NTE0MjU1OTEzNw%3D%3D.2-ccb7-5&oh=00_AfDgNZPtKJl3RfUh3jqe9Wkdud-Of-3yrlBLmRbmjhmmAQ&oe=6556FA1E&_nc_sid=fc8dfb,,,,,"nan, nan",Stooper staple   Bushwick and Ainslie Williamsburg #stoopingbrooklyn,"['Stooper staple', 'Bushwick and Ainslie Williamsburg', 'stoopingbrooklyn']",Brooklyn,"[(40.7124253, -73.95204249999999)]",,[2.793430822693478],False,False
